calle;X;Y;;
ALBORAYA;39.48431973615700;-0.369530263866589;;
QUART;39.47454680416140;-0.390975491927727;;
FRANCIA;39.45891490617100;-0.346603732179509;;
SAN JOSE DE CALASANZ;39.46640994325580;-0.387173378767674;;
PALLETER;39.46931326597830;-0.386534256686738;;
PRIMADO REIG;39.48823791148570;-0.368520505389084;;
AGUSTIN LARA;39.49349979581010;-0.371263929834814;;
ALBORAYA;39.48489292920050;-0.369231063570189;;
LITERATO AZORIN;39.45975747090070;-0.375824578325406;;
SAN VICENTE FERRER;39.47383928518580;-0.372705714482923;;
JOAN BAPTISTE MUDOZ;39.46356267911010;-0.353906096583722;;
HERNAN CORTES;39.46829582815200;-0.371442184747369;;
MENENDEZ Y PELAYO;39.47977835839870;-0.362490803500380;;
CAMPOAMOR;39.46955338611470;-0.342616040900298;;
AYUNTAMIENTO;39.47100109429990;-0.376628909369497;;
CISCAR;39.46651038396980;-0.366015021304952;;
CONSTITUCION;39.48341436207260;-0.378807915733584;;
AYORA;39.46581876984590;-0.392474166558197;;
VALL D;39.49198538418590;-0.401597613067715;;
JUAN DE MENA;39.47217115301020;-0.385650491834199;;
PECHINA;39.47558512014770;-0.394564255087677;;
CAVITE;39.48389552931880;-0.326552550471078;;
MADRE SACRAMENTO;39.48110237473360;-0.372389022672124;;
JACINTO BENAVENTE;39.46685253605150;-0.363153505796161;;
CONDE DE ALTEA;39.46682350032890;-0.365949348227069;;
GUILLEM DE CASTRO;39.47442483890920;-0.383801804162346;;
QUART;39.47472840896360;-0.389884119205851;;
PARRA;39.48306705069670;-0.396329329965801;;
HERNAN CORTES;39.46704526573250;-0.370561006443667;;
ARZOBISPO FABIAN Y FUERO;39.48339101373290;-0.382913988669771;;
MU-OZ DEGRAIN;39.47344301295000;-0.373206918304843;;
SAN JOSE DE LA MONTAaA;39.47447323723930;-0.393469683261772;;
EOLO;39.47034572603230;-0.355200633628220;;
SAN VICENTE MARTIR;39.46349229050890;-0.381890081507174;;
JACOMART;39.49683950925810;-0.376227825413202;;
SAN JOSE DE CALASANZ;39.46677139677820;-0.389245889874669;;
AZAGADOR DE ALBORAYA;39.48861437746240;-0.362044404016669;;
EMILIO BARO;39.48954087739000;-0.359907008900767;;
GONZALO RAMIRO PEDRER;39.48957328199130;-0.379017760146385;;
EMILIO BARO;39.48561912276730;-0.361996949808172;;
NORTE;39.47559932866720;-0.390864658734507;;
CHILE;39.47116997169560;-0.354911978414905;;
HERNAN CORTES;39.46886912440940;-0.371845450133076;;
FRANCIA;39.45927493675310;-0.346543148312415;;
HERNAN CORTES;39.46774912214040;-0.371055940129371;;
FELIX PIZCUETA;39.46632791876100;-0.372677133485344;;
MARIA LLACER;39.46952711025620;-0.383768524583447;;
PROFESOR BELTRAN BAGUENA;39.48063301245930;-0.389264807471364;;
MOSSEN SORELL;39.47772776851490;-0.380240760189984;;
JOSEP SOLER CARNICER (ESCRIPTOR);39.45112659018110;-0.334759931805327;;
(Sin Asignar);39.46097694857360;-0.380683061034530;;
CADIZ;39.46181906870710;-0.373611781089566;;
CRISOSTOMO MARTINEZ;39.49990558063860;-0.422751004497581;;
DUQUE DE MANDAS;39.49161803901110;-0.366436316203965;;
JACOMART;39.49657221097920;-0.377386245092825;;
PINTOR SEGRELLES;39.46389005944880;-0.385943895682961;;
HUMANISTA FURIO;39.46891076922260;-0.344673902182928;;
JACOMART;39.49644115181150;-0.377961854313583;;
SEGOVIA;39.44886453284620;-0.391900577088933;;
MARIE CURIE (CIENTsFICA);39.49112568729790;-0.377218139332883;;
PINTOR ZARIgENA;39.47683736921500;-0.382925635027404;;
CARRASQUETA;39.49415923474750;-0.395454924741056;;
PIANISTA AMPARO ITURBI;39.45497775847720;-0.382803241715896;;
LINTERNA;39.47230323051240;-0.379134483601438;;
ALBORAYA;39.48116655006450;-0.371058561777543;;
MAXIMILIANO THOUS;39.48746314679310;-0.373358897751578;;
MAXIMILIANO THOUS;39.48787144666360;-0.374554550886894;;
MAXIMILIANO THOUS;39.48760290561910;-0.373175834627117;;
SAN VICENTE DE PAUL;39.49064255421680;-0.370814609519709;;
NI-OS DE SAN VICENTE;39.46981247113260;-0.372646654490285;;
JORGE JUAN;39.46919002632190;-0.369247488703230;;
JORGE JUAN;39.46877003241130;-0.369048333297711;;
JORGE JUAN;39.46833841591130;-0.368817305983388;;
CONSUELO;39.46326335046710;-0.336360108490200;;
FRAY PEDRO VIVES;39.48659119829690;-0.373473747686245;;
MOTILLA DEL PALANCAR;39.48980996728730;-0.369620606514306;;
EN PLOM;39.47505082914670;-0.383832021271596;;
PEDRO CABANES;39.49406195730660;-0.379064460947906;;
MONTEOLIVETE;39.45937305108810;-0.358751298696979;;
CALVO ACACIO;39.45268255813580;-0.389542891040709;;
REGNE DE VALENCIA;39.46458344219800;-0.372246229228063;;
MENENDEZ PIDAL;39.48052855544900;-0.387173325879856;;
SAN VALERO;39.46434978492110;-0.371786661766973;;
REGNE DE VALENCIA;39.46416856067050;-0.370350840487350;;
REGNE DE VALENCIA;39.46438948914260;-0.370329595887753;;
QUART;39.47481468833570;-0.389907872583684;;
CARTAGENA;39.47090249585900;-0.393646137776079;;
TRES FORQUES;39.46409875160220;-0.395220857398163;;
TRAFALGAR;39.46318116375640;-0.344155500083887;;
APARICIO ALBI ANA;39.48427644796180;-0.397218474598977;;
SANTO DOMINGO SAVIO;39.49601276763510;-0.375390254602990;;
SANTO DOMINGO SAVIO;39.49480091082190;-0.374933745835078;;
SANTO DOMINGO SAVIO;39.49411187302530;-0.374658516803737;;
PEDRO CABANES;39.49473975048330;-0.375989058684605;;
PEDRO CABANES;39.49430791076350;-0.377929088932660;;
MAESTRO BELLVER;39.46610657785840;-0.391062154166864;;
CONDE DE TORREFIEL;39.49257844143820;-0.375776954095045;;
MAESTRO BELLVER;39.46571437660890;-0.391403988231106;;
MATEMATICO MARZAL;39.46667000929220;-0.380217694698466;;
ESTRELLA;39.46604807277750;-0.380447695049769;;
MATEMATICO MARZAL;39.46660729736790;-0.380306742504390;;
ESTRELLA;39.46633204835750;-0.380330192320197;;
GENERAL SAN MARTIN;39.46539780710060;-0.375594158459441;;
TRES CRUCES;39.45697659041620;-0.401260111015533;;
ERNESTO ANASTASIO;39.46781235823220;-0.333555911352188;;
MARQUES DEL TURIA;39.46594001369910;-0.371224468901768;;
MARQUES DEL TURIA;39.46568898600370;-0.372063057560804;;
MARQUES DEL TURIA;39.46561145612750;-0.372010861072293;;
QUART;39.47488598080110;-0.388620927319538;;
MARQUES DEL TURIA;39.46644701098920;-0.370000108649211;;
MARQUES DEL TURIA;39.46653096456110;-0.370058256438214;;
MARQUES DEL TURIA;39.46601997068870;-0.371280002053953;;
SAN IGNACIO DE LOYOLA;39.47422806233780;-0.388250693928814;;
PINTOR BENEDITO;39.46572934626610;-0.382513834747564;;
JORGE JUAN;39.46842297105860;-0.368638598616244;;
SALAMANCA;39.46778721639810;-0.365331420138096;;
ALICANTE;39.46508562089750;-0.377285190987330;;
ERUDITO ORELLANA;39.47093501428460;-0.387361606121994;;
CHIVA;39.46518185070610;-0.390296653346636;;
CARTEROS;39.44954808128920;-0.389200168869150;;
RINCON DE ADEMUZ;39.47237741709100;-0.403061147931957;;
JOSE AGUIRRE;39.46153895401700;-0.332769822841945;;
MUSICO CABANILLES;39.44494781656390;-0.390963960009711;;
MAESTRO ASENSI;39.47149074220560;-0.395348104219985;;
ALCIRA;39.46687418094730;-0.384854163230868;;
NEPTUNO;39.46322163376500;-0.323555634693351;;
MARVA;39.46395398401960;-0.384455509632922;;
DOCTOR CALATAYUD BAYA;39.48075189978930;-0.396044111607337;;
MARIA DE MOLINA;39.45211135327090;-0.389951266939354;;
CONDE DE TRENOR;39.47890017769960;-0.374906129975392;;
VENEZUELA;39.45525410340520;-0.388107377416661;;
BLASCO IBArEZ;39.47701494898330;-0.359539161559773;;
MATHEU Y SANZ;39.45780211525710;-0.388863890009627;;
LORENZO SALOM;39.45769865884050;-0.385947613381878;;
REAL DE MADRID;39.43009205853600;-0.392697380945601;;
ANTONIO SUAREZ;39.46764766541300;-0.357702476953141;;
BARON DE CORTES;39.46220088083860;-0.371061785040753;;
JULIAN PEaA;39.46817931715020;-0.392869339943449;;
JUAN DE CELAYA;39.45167100959150;-0.385798860330260;;
URUGUAY;39.45788049960330;-0.386818814482683;;
VICENTE PUCHOL;39.42879254628870;-0.363695694554254;;
PUERTO RICO;39.46143060668700;-0.375415742470378;;
CAMPANAR;39.48689576020070;-0.390205335745518;;
JOSE BALLESTER GOZALVO;39.47844535827730;-0.324688260128783;;
PADRE VICAS;39.49593386643870;-0.368949601284406;;
VALLADOLID;39.48891584951880;-0.358664663363765;;
OLIMPIA AROZENA TORRES (PROFESSORA);39.46975644908890;-0.392387618542238;;
BEATO GALVEZ;39.46430445075570;-0.383374812965693;;
BLASCO IBArEZ;39.47025222725490;-0.336504363783760;;
MARTIN EL HUMANO;39.47075782693330;-0.390947182544083;;
CRONISTA CARRERES;39.47271314754530;-0.367664582653905;;
AGUSTINA DE ARAGON;39.45506656354500;-0.388946006551305;;
GENERAL SAN MARTIN;39.46519035987510;-0.374325796282375;;
MARIANO DE CAVIA;39.45320482640110;-0.403156432293674;;
MASTIL;39.27932085488940;-0.277188654240126;;
RAMON ASENSIO;39.48215123595960;-0.358534523880173;;
JERONIMA GALES (IMPRESSORA);39.45316990870880;-0.390556646173614;;
SALABERT;39.46358711085230;-0.396009901134043;;
POETA MAS Y ROS;39.46793277374260;-0.339829378419225;;
ANTONIO JUAN;39.47253324986510;-0.333045479148056;;
PADRE VICAS;39.49456287124940;-0.370199227733489;;
MUSICO PENELLA;39.45193301412900;-0.392344110075168;;
FELIX DEL RIO (ACTIVISTA VE;39.49198933797370;-0.379936559355903;;
CANOVAS DEL CASTILLO;39.46797758051740;-0.365706936055463;;
VILLA DE MURO;39.48387899335970;-0.361714144955665;;
CORTS VALENCIANES;39.49098506801380;-0.400322634850365;;
UTIEL;39.48598188590730;-0.360090876966917;;
MARTI GRAJALES;39.46866780856290;-0.333328132654735;;
MONCADA;39.49133934131360;-0.378820334316777;;
LITERATO GABRIEL MIRO;39.47179977335840;-0.391516450184347;;
MUSICO BARBIERI;39.46127514805630;-0.393811538284857;;
POETA MAS Y ROS;39.46833641085350;-0.341218189781931;;
DOCTOR GIL Y MORTE;39.46211685417270;-0.382267720403499;;
ALEMANIA;39.48106565456530;-0.361821606819957;;
CID;39.46747590397330;-0.391912778524941;;
SALVADOR LLUCH;39.45868345179550;-0.367356759962258;;
SALVADOR SASTRE;39.46355930250960;-0.380980272332123;;
OEST;39.46933441598350;-0.379526365664393;;
RODRIGUEZ DE CEPEDA;39.46914336939090;-0.355029180318421;;
CAMPANAR;39.48278161223010;-0.392440898346285;;
JUAN XXIII;39.49294509230120;-0.382937656038992;;
FONTILLES;39.44979095747910;-0.334205176790675;;
TRAFALGAR;39.46045504518340;-0.345641924909411;;
JOAQUIN MARIN;39.50234056773370;-0.423541536349387;;
MUSICO ESPI;39.49707620269500;-0.374273618875974;;
GIORGETA;39.45690422971910;-0.383036365589386;;
PEDRO DE VALENCIA;39.46869361132940;-0.338008430161576;;
AYUNTAMIENTO;39.46984050970340;-0.375989301946503;;
ALCAyIZ;39.49300057892800;-0.378094098892198;;
CONSERVA;39.46619415051850;-0.344041112069370;;
ROJAS CLEMENTE;39.47330281683170;-0.385125759585882;;
CONDE DE TORREFIEL;39.49402203601760;-0.376319999621100;;
CAMPANAR;39.48313471445510;-0.392272385017963;;
PINTOR VILAR;39.48220745821060;-0.370305998826329;;
PINTOR VILAR;39.48201542217020;-0.370419631340995;;
PADRE URBANO;39.48902189902830;-0.374200349361588;;
CAMPANAR;39.48569796227760;-0.391055149709304;;
MALVARROSA;39.48155755000090;-0.327978877658220;;
SAFOR;39.49091170117340;-0.398316179419700;;
JOAQUIN COSTA;39.46702742049410;-0.367733646244108;;
JUAN LLORENS;39.47176950648530;-0.390130268357506;;
OEST;39.47184000590500;-0.379804000046756;;
ANDRES MANCEBO;39.46421759841960;-0.355837591838156;;
PERIS Y VALERO;39.46180529249580;-0.363929505532930;;
MAR;39.47382434337190;-0.373492176842129;;
PERIS Y VALERO;39.45787532737860;-0.373247383874982;;
QUART;39.47552975046100;-0.385127060672327;;
RUZAFA;39.46581032091680;-0.374349030878629;;
LEGION ESPAgOLA;39.47721444439660;-0.366952284268863;;
VILARAGUT;39.47182084880740;-0.374613938406991;;
CIRILO AMOROS;39.46837258928380;-0.369101551168105;;
DOCTOR MONSERRAT;39.47557968960720;-0.384710468392281;;
ISABEL LA CATOLICA;39.46811350580800;-0.369861734202601;;
PEREZ PUJOL;39.46943838700330;-0.374860963741708;;
CIRILO AMOROS;39.46687779827980;-0.372644085808888;;
MALVARROSA;39.47965275955480;-0.327986086179493;;
CIRILO AMOROS;39.46770346470920;-0.370684375308321;;
CIRILO AMOROS;39.46957108225920;-0.366261039521965;;
SAN MIGUEL;39.47649386310350;-0.380307988763541;;
ISABEL LA CATOLICA;39.46926081671600;-0.370717522011448;;
PERIS Y VALERO;39.46004545823670;-0.368103838382169;;
ARQUITECTO LUCINI;39.49129442885960;-0.376242026513110;;
BORRULL;39.47461814654040;-0.385403588160915;;
CORREOS;39.46979854965150;-0.374549513788126;;
JERONIMO MUgOZ;39.45880331568280;-0.386003852387495;;
QUART;39.47512542833100;-0.387525611592987;;
GENERAL PRIM;39.46261791751520;-0.370476482814987;;
SERRANO MORALES;39.46950448882870;-0.365158177447902;;
ALBERIQUE;39.46726704631600;-0.388611664441056;;
CIRILO AMOROS;39.46909950366460;-0.367375667313577;;
COMEDIAS;39.47230001984200;-0.372477148075406;;
COMEDIAS;39.47267323074290;-0.372444245887278;;
PERIS Y VALERO;39.45733185430780;-0.374538412550827;;
PEDRO III EL GRANDE;39.46230905524720;-0.369561065721199;;
POETA QUEROL;39.47094260089650;-0.374265100553725;;
ISABEL LA CATOLICA;39.46728689129930;-0.369340960439463;;
PERIS CELDA;39.49890124416180;-0.394956137169270;;
LUIS BOLINCHES COMPAa (ESCULTOR);39.45733527063780;-0.344549057199844;;
FRANCISCO BALDOMA;39.46626063351860;-0.333369983056786;;
MATIAS PERELLO;39.46205953098750;-0.366269152814082;;
MENENDEZ Y PELAYO;39.47975058275000;-0.361987503143959;;
MAESTRO AGUILAR;39.46024805287540;-0.369480027703842;;
SAN JOSE DE LA MONTAaA;39.47456444682440;-0.392443872589057;;
BALEARES;39.46343548908530;-0.355791908578929;;
MENENDEZ Y PELAYO;39.48025728487260;-0.363709691665003;;
ALCOY;39.46398613242540;-0.376907990894496;;
AYUNTAMIENTO;39.46931464364930;-0.376059722053446;;
MENENDEZ Y PELAYO;39.47963914140780;-0.361608428978846;;
EMILIO BARO;39.48447777069730;-0.362561844518553;;
NA ROBELLA;39.45053190443210;-0.372324468610579;;
CARRICOLA;39.45253822323130;-0.386941249593516;;
SAN FRANCISCO DE BORJA;39.46629997268110;-0.385780121201537;;
MENENDEZ Y PELAYO;39.48013496737100;-0.363293334440836;;
LORCA;39.46865285146640;-0.391706411697879;;
CONSOLAT DE MAR;39.46289237516760;-0.371635188899684;;
PROFESOR TAMARIT OLMOS;39.47997293128010;-0.363033894628385;;
REINA;39.47407200172780;-0.375250435910077;;
JACINTO BENAVENTE;39.46801480678990;-0.363878715707564;;
RUZAFA;39.46446606137930;-0.373422411358842;;
TORRENTE;39.46175740047800;-0.400362055235163;;
CULTURA;39.47291294252140;-0.374453370058524;;
SAN JOSE DE CALASANZ;39.46667274691750;-0.387854185361080;;
CAMPAMENTO;39.50221139660350;-0.421110658873173;;
PINZON;39.47658846056670;-0.382449052832356;;
CARLOS CERVERA;39.46327467283230;-0.372170217706310;;
AZCARRAGA;39.47446540347090;-0.388423242889085;;
AMADO GRANELL MESADO (MILITAR);39.45756452017400;-0.363718997841946;;
PERIODISTA GIL SUMBIELA;39.49178489980680;-0.384990498785664;;
PERIODISTA GIL SUMBIELA;39.49284102799670;-0.389583154673378;;
PEDRO ALEIXANDRE;39.45996767326530;-0.362066348042470;;
CUBA;39.46052397518390;-0.375956190908944;;
DIPUTADA CLARA CAMPOAMOR;39.48995464908070;-0.366509682144956;;
SAN DIONISIO;39.47728329916550;-0.380710629624787;;
RIO;39.42178659935210;-0.340555703310546;;
LITERATO AZORIN;39.46016645597140;-0.374667931251224;;
PRIMERO DE MAYO;39.44878925862090;-0.386564182816048;;
LITOGRAFO PASCUAL Y ABAD;39.45151363037300;-0.392837058833505;;
PEDRO ALEIXANDRE;39.46097276895490;-0.363920628007149;;
ALCACER;39.47091977760480;-0.406570800681976;;
ANTONIO PONZ;39.48085593207600;-0.327336800182428;;
RAMON LLULL;39.47600278901710;-0.347166254842345;;
VALLE DE LA BALLESTERA;39.48009540548870;-0.396068852183842;;
QUART;39.47623027652210;-0.380841214381681;;
SAGASTA;39.46980331915870;-0.373142839340337;;
SAN JACINTO;39.47549915788530;-0.389644686907427;;
CASTIELFABIB;39.47929936881550;-0.396296818373888;;
MATIAS PERELLO;39.46168606671640;-0.367155177842590;;
MARIANO DE CAVIA;39.45323947442390;-0.402677466178908;;
ISAAC PERAL;39.45971190866190;-0.339099847582284;;
ISLA CABRERA;39.44908841521560;-0.379001605860644;;
MATEMATICO MARZAL;39.46618888816060;-0.378702066622106;;
MAYOR DE NAZARET;39.45008120934000;-0.334100246075118;;
CONDE DE ALTEA;39.46667899177250;-0.366496376880565;;
SE-ERA;39.45785745263450;-0.362899118418448;;
MURCIA;39.46477914669840;-0.408023877701410;;
MALILLA;39.44930307831140;-0.379568983490735;;
RUGAT;39.46929484070100;-0.352567488033033;;
REINA;39.47403828207520;-0.375808903191139;;
PRIMERO DE MAYO;39.44885255777560;-0.387711241924899;;
PROFESSOR LOPEZ PIsERO;39.45502128727600;-0.355066228092016;;
MAESTRO VALLS;39.46325837441880;-0.342559298753262;;
BARCELONINA;39.47136960647660;-0.375791318114376;;
LUIS OLIAG;39.46158408981200;-0.361141205832703;;
RICARDO MICO;39.48111280294310;-0.387266273075283;;
NA JORDANA;39.47978315712490;-0.380811302329556;;
BADAJOZ;39.48122512581870;-0.399273677908199;;
PINTOR MAELLA;39.46351199248140;-0.346315045347623;;
VISITACION;39.48296384247770;-0.377428877977282;;
MENENDEZ Y PELAYO;39.47934016974570;-0.361013829831480;;
PINTOR MATARANA;39.49331113874700;-0.392929840411546;;
CUENCA;39.46256546190910;-0.389615880344035;;
RUBEN DARIO;39.47744562262730;-0.353070823022275;;
LUZ CASANOVA;39.48964422962050;-0.372819989057634;;
REGNE DE VALENCIA;39.46353312452690;-0.367448788737141;;
MAESTRO AGUILAR;39.46108443731960;-0.370128007220949;;
REGNE DE VALENCIA;39.46337466584380;-0.366736472015954;;
JESUS;39.46060584410110;-0.388142695096876;;
JERONIMO MUgOZ;39.45865691169410;-0.385443085605830;;
MATIAS PERELLO;39.46231538243230;-0.366069679314346;;
FELIX PIZCUETA;39.46749939525360;-0.373490544644900;;
SUECA;39.46319509943400;-0.376364567084646;;
LUIS SANTANGEL;39.46298459459670;-0.367650717261778;;
DOLORES MARQUES;39.48566154162840;-0.363266123259060;;
AYUNTAMIENTO;39.46935924315540;-0.376625017719778;;
DOCTOR LANDETE;39.46325487894140;-0.371725156192660;;
JOAQUIN COSTA;39.46340128895590;-0.365180455046377;;
PEDRO III EL GRANDE;39.46316947813870;-0.367524863641380;;
PUERTO;39.46731151158550;-0.357067791906032;;
RUZAFA;39.46423885944670;-0.373199602146996;;
ESCRIVA;39.45805400234700;-0.386000857415631;;
JOAQUIN COSTA;39.46549132482780;-0.366650926387860;;
JUAN DE GARAY;39.45447709624220;-0.394209232028375;;
JESUS;39.46130991847740;-0.387470075962766;;
PUEBLA DE VALVERDE;39.45965718859010;-0.401682283303037;;
SUECA;39.46222551313590;-0.375684065084715;;
DOCTOR SUMSI;39.46249947975670;-0.368623739029815;;
REGNE DE VALENCIA;39.46312775606700;-0.365590604171925;;
MATIAS PERELLO;39.46085377545390;-0.368997985088777;;
ALEJANDRO VI;39.46287834389830;-0.364951066279448;;
SUECA;39.46113418852400;-0.374917483402899;;
JESUS;39.46164286035850;-0.387245785495860;;
PROFESOR ANGEL LACALLE;39.45552826102500;-0.401939732607538;;
REGNE DE VALENCIA;39.46369612369100;-0.366477525983073;;
DENIA;39.46329716719730;-0.374206486658981;;
BUENOS AIRES;39.46172350471050;-0.376481222215436;;
PUERTO;39.46761283068640;-0.358082971032371;;
PUERTO;39.46772431618440;-0.359053315478561;;
ALBOCACER;39.48619063712520;-0.362399691974923;;
MISTRAL;39.48489937039400;-0.358069108988706;;
CADIZ;39.46386900319600;-0.375057601221227;;
BEATO NICOLAS FACTOR;39.46089310689140;-0.390511196364116;;
PINTOR STOLZ;39.46984558849160;-0.401902178656351;;
CUBA;39.45867299517770;-0.374803193119449;;
MATIAS PERELLO;39.46236046589260;-0.365553538391367;;
TRES FORQUES;39.46359937289070;-0.402523986243446;;
REGNE DE VALENCIA;39.46333906746040;-0.365515943279313;;
REGNE DE VALENCIA;39.46346883523610;-0.366116323884077;;
CONDE DE ALTEA;39.46715230210260;-0.365368281511546;;
PATRAIX;39.46313656967340;-0.392574050267501;;
CARLOS CERVERA;39.46200907941160;-0.372820471654931;;
FELIX PIZCUETA;39.46688983090760;-0.373066368118357;;
MARQUES DEL TURIA;39.46774530988840;-0.366954874007084;;
REY DON JAIME;39.47678430520930;-0.381233605397882;;
DOCTOR GARCIA DONATO;39.47664754999770;-0.348328080016908;;
BILBAO;39.48984608036760;-0.371293615890597;;
LUIS SANTANGEL;39.46201080395890;-0.367073933956145;;
CADIZ;39.46060688463540;-0.372640276565799;;
AMPARO BALLESTER;39.47219994651950;-0.335267061225687;;
SERRERIA;39.46496309705180;-0.335956609281173;;
DOCTOR NICASIO BENLLOCH;39.48762569763710;-0.389095698740068;;
SARRION;39.48709854161270;-0.377791827959215;;
CID;39.46862746347480;-0.397552755933563;;
EMILIO BARO;39.48761316864900;-0.361012758613076;;
JACA;39.48465957873870;-0.370461061555154;;
SIETE AGUAS;39.46214186576510;-0.340611078619585;;
LEBON;39.46473372610600;-0.350245491803012;;
JOSE GROLLO;39.49343454738480;-0.392529038304853;;
CAMPOS CRESPO;39.45652264979870;-0.390877025480773;;
PERIS Y VALERO;39.46222855186050;-0.363408839022455;;
AMADO GRANELL MESADO (MILITAR);39.45955368647230;-0.365518976171018;;
ARCHIDUQUE CARLOS;39.46211864334230;-0.397871736990853;;
AYUNTAMIENTO;39.46913876911780;-0.376109384951047;;
ARCHIDUQUE CARLOS;39.45917869595590;-0.401045021101647;;
REINA DOCA MARIA;39.46115536395780;-0.372496262456843;;
ALEJANDRA SOLER (MESTRA);39.47747689004370;-0.382666627015843;;
CIUDAD DE MULA;39.47452078079070;-0.354700212884517;;
OBISPO JAIME PEREZ;39.45884729650430;-0.365968042239252;;
VALLE DE LA BALLESTERA;39.47849508025960;-0.399224363595535;;
MARQUES DE SOTELO;39.46879899423740;-0.377026090599192;;
LLANERA DE RANES;39.45341258048160;-0.389404527505137;;
IMPRESOR LAMBERT PALMART;39.47185057765280;-0.344597818806815;;
ESCALANTE;39.46766087447490;-0.330944204501172;;
PADRE PORTA;39.46056245232070;-0.335388936153925;;
PERIS Y VALERO;39.45910663114490;-0.370805867707834;;
ALAMEDA;39.46595851015980;-0.359257280132262;;
SAN VICENTE MARTIR;39.46394513991670;-0.381992208107336;;
FILIPINAS;39.45864864430640;-0.376810466309501;;
POETA ALTET;39.48615065037080;-0.364804403140252;;
PINTOR VILA PRADES;39.46962044668470;-0.389764147631008;;
AGUSTIN SALES;39.45558257998830;-0.388367804211519;;
SAN JUAN BOSCO;39.49552069417900;-0.370526151072630;;
JOSE FAUS;39.46617731211810;-0.354287883711326;;
ESCULTOR JOSE CAPUZ;39.46046297195790;-0.361873660384928;;
DEMOCRACIA;39.47320533060360;-0.400663683549619;;
BLASCO IBArEZ;39.47486101282990;-0.349418612087059;;
CASTELLON;39.46590394829580;-0.376394917769275;;
MAESTRO SOSA;39.46083778833510;-0.382428771763815;;
GAYANO LLUCH;39.49107005013530;-0.380686735769880;;
SAN JUAN BOSCO;39.49468246082530;-0.371078152639045;;
PADRE VICENT;39.45707757353470;-0.372499067650325;;
MARQUES DEL TURIA;39.46735028512740;-0.367877569309643;;
LORIGUILLA;39.48968656213070;-0.386238813736339;;
PINTOR FERRER CALATAYUD;39.46759974896110;-0.337894275850826;;
CAMPANAR;39.48749144697100;-0.389922088163547;;
JESUS;39.46678916599180;-0.383018494088734;;
AMADO GRANELL MESADO (MILITAR);39.45885822401900;-0.365026555102382;;
JUAN LLORENS;39.47042923208320;-0.389043134687621;;
MICER MASCO;39.47536171280930;-0.362009891620939;;
RICARDO MICO;39.48259366451710;-0.388318434688062;;
CONDE DE ALTEA;39.46615937995160;-0.367730923448402;;
CASTELLON;39.46459813830720;-0.375472379272085;;
ARQUITECTO SEGURA DE LAGO;39.45586985213250;-0.404362258465868;;
