id;latitud_gps;longitud_gps;random
13167;39.47;-0.416;0.949776628
11241;39.462;-0.353;0.574965156
3266;39.465;-0.384;0.12952297
4378;39.489;-0.378;0.838682645
4164;39.479;-0.391;0.508536016
5098;39.465;-0.329;0.54519175
13164;39.48;-0.418;0.720672663
9176;39.495;-0.363;0.490390271
2117;39.454;-0.38;0.977472376
12992;39.478;-0.415;0.135002812
734;39.474;-0.375;0.786413294
11963;39.493;-0.393;0.457664352
10501;39.466;-0.341;0.193938726
10089;39.469;-0.356;0.407506838
12546;39.452;-0.374;0.959589385
1653;39.467;-0.365;0.799497082
7912;39.445;-0.392;0.373311836
6020;39.452;-0.405;0.483344036
1404;39.465;-0.377;0.963210169
11099;39.484;-0.348;0.669760707
9699;39.493;-0.358;0.086026383
12787;39.5;-0.426;0.376878442
9548;39.479;-0.355;0.675572665
9435;39.491;-0.359;0.769998317
13279;39.479;-0.417;0.011082847
8120;39.468;-0.396;0.003935701
11603;39.461;-0.344;0.504983875
7858;39.447;-0.392;0.912523198
11137;39.483;-0.343;0.306362316
11470;39.464;-0.351;0.028400483
1378;39.458;-0.364;0.878845197
7544;39.45;-0.391;0.934101222
10810;39.469;-0.336;0.397322415
8628;39.467;-0.405;0.041046501
7402;39.509;-0.367;0.726663304
3855;39.489;-0.375;0.340679395
9446;39.486;-0.363;0.97136266
6944;39.477;-0.398;0.328094677
5049;39.462;-0.337;0.014199326
5937;39.463;-0.401;0.518934376
2609;39.466;-0.383;0.331618384
4175;39.48;-0.391;0.298396298
10823;39.468;-0.337;0.806415598
5612;39.455;-0.359;0.433139006
9317;39.483;-0.349;0.378439163
5488;39.479;-0.326;0.797940057
1230;39.469;-0.371;0.014795043
12556;39.45;-0.373;0.982751279
3413;39.465;-0.388;0.765364293
8707;39.493;-0.361;0.917197287
4259;39.486;-0.372;0.277671844
2565;39.458;-0.367;0.573101115
992;39.469;-0.371;0.711556011
9916;39.475;-0.354;0.37355246
13288;39.479;-0.417;0.501238675
12636;39.448;-0.374;0.725786491
3806;39.465;-0.389;0.433000638
2834;39.461;-0.387;0.211230195
3004;39.459;-0.386;0.833977491
9664;39.482;-0.359;0.374853119
11486;39.462;-0.347;0.309187317
6561;39.477;-0.403;0.763640474
1399;39.471;-0.366;0.127464492
5625;39.454;-0.362;0.487724978
9526;39.487;-0.362;0.623750094
10054;39.471;-0.349;0.524420228
436;39.469;-0.379;0.665015986
2230;39.462;-0.36;0.636424139
12996;39.478;-0.419;0.372825849
3752;39.469;-0.387;0.635124511
11975;39.492;-0.384;0.807713346
12035;39.493;-0.383;0.585667213
9661;39.483;-0.361;0.241128221
1834;39.463;-0.362;0.564033615
5888;39.461;-0.4;0.711219564
8003;39.468;-0.394;0.967795797
8829;39.494;-0.371;0.182055326
614;39.473;-0.375;0.759443605
6496;39.492;-0.401;0.863339817
1262;39.47;-0.369;0.451265533
12483;39.448;-0.37;0.080016004
7851;39.453;-0.392;0.443677083
11108;39.474;-0.335;0.620518857
8619;39.464;-0.398;0.548780742
11900;39.449;-0.333;0.805602558
11538;39.463;-0.354;0.778053594
8278;39.473;-0.398;0.953385036
10923;39.472;-0.338;0.300055935
2397;39.454;-0.377;0.123334428
1063;39.47;-0.371;0.188609447
6971;39.481;-0.401;0.395554728
1519;39.466;-0.372;0.989209055
11852;39.45;-0.338;0.916214547
8423;39.463;-0.397;0.589928699
4099;39.492;-0.374;0.910257586
6643;39.484;-0.398;0.771695276
10811;39.471;-0.344;0.717621376
5776;39.455;-0.357;0.125626491
7909;39.447;-0.392;0.326579204
12151;39.495;-0.393;0.570395519
1162;39.468;-0.371;0.918568561
8871;39.494;-0.37;0.089365802
12744;39.502;-0.424;0.259641181
10967;39.464;-0.344;0.171689871
8426;39.474;-0.399;0.580107711
13080;39.473;-0.422;0.836826478
6630;39.491;-0.402;0.386086507
2974;39.468;-0.383;0.062195253
11774;39.461;-0.336;0.134054228
748;39.472;-0.37;0.798053992
4320;39.484;-0.376;0.699547156
9367;39.492;-0.36;0.156158692
937;39.478;-0.373;0.452940573
8547;39.474;-0.398;0.926882041
10464;39.466;-0.336;0.563531449
13424;39.481;-0.419;0.762109684
1051;39.47;-0.37;0.756812709
12392;39.496;-0.384;0.082193158
7353;39.509;-0.363;0.873246328
8389;39.464;-0.394;0.938620812
8416;39.466;-0.394;0.791594943
1383;39.469;-0.369;0.39816867
9108;39.496;-0.377;0.580025086
7798;39.453;-0.385;0.559328377
7541;39.45;-0.392;0.772402374
7812;39.449;-0.387;0.553388243
10792;39.473;-0.336;0.312751248
7829;39.446;-0.392;0.220192815
4491;39.478;-0.366;0.923374438
6841;39.491;-0.394;0.966303416
11259;39.46;-0.351;0.993159907
1234;39.47;-0.367;0.719009288
1072;39.467;-0.373;0.549031242
4076;39.486;-0.373;0.307655709
11820;39.46;-0.334;0.212909008
747;39.473;-0.372;0.456292143
11905;39.446;-0.336;0.184710139
5387;39.469;-0.334;0.109707578
9350;39.486;-0.364;0.187007048
8182;39.472;-0.397;0.01866881
1569;39.465;-0.37;0.424564316
2954;39.458;-0.384;0.759590988
5310;39.466;-0.328;0.438276634
2262;39.454;-0.379;0.512652893
9910;39.472;-0.358;0.093254122
3744;39.476;-0.385;0.571621768
5203;39.463;-0.331;0.845421267
379;39.469;-0.379;0.17265791
565;39.469;-0.375;0.156735633
7089;39.481;-0.393;0.67651689
6728;39.486;-0.403;0.769174208
608;39.468;-0.379;0.710612345
9568;39.487;-0.366;0.480148399
2269;39.458;-0.36;0.937089782
12661;39.499;-0.42;0.881398823
12644;39.45;-0.374;0.727905862
854;39.478;-0.375;0.355005998
10188;39.468;-0.343;0.788930556
12453;39.447;-0.381;0.036514147
8945;39.496;-0.371;0.769091758
6390;39.467;-0.413;0.846354152
2228;39.453;-0.376;0.892347496
8943;39.498;-0.376;0.048893295
325;39.471;-0.376;0.36754742
5430;39.478;-0.329;0.315975835
8022;39.468;-0.394;0.706552523
1253;39.471;-0.37;0.97394076
678;39.472;-0.374;0.982320591
681;39.468;-0.375;0.852002813
1064;39.47;-0.371;0.055374158
13136;39.48;-0.418;0.811952176
1869;39.464;-0.362;0.645150216
6024;39.452;-0.405;0.341977505
5569;39.456;-0.356;0.477299309
10117;39.474;-0.354;0.000723874
7350;39.507;-0.368;0.850845834
5127;39.465;-0.335;0.716941514
7930;39.444;-0.387;0.24359341
5369;39.464;-0.331;0.803991416
8469;39.471;-0.398;0.308591417
12944;39.478;-0.416;0.594516318
5930;39.463;-0.4;0.752161564
10452;39.469;-0.336;0.077659775
7035;39.476;-0.401;0.999692242
13006;39.472;-0.419;0.852564482
3270;39.458;-0.392;0.208826969
5323;39.466;-0.331;0.92221003
2897;39.464;-0.381;0.02645973
7198;39.478;-0.396;0.775982799
8617;39.469;-0.401;0.893490929
12828;39.501;-0.422;0.956937633
7430;39.506;-0.36;0.396343476
10247;39.478;-0.354;0.869231223
10096;39.474;-0.355;0.724233958
4703;39.474;-0.363;0.853487281
10029;39.471;-0.347;0.467721757
9127;39.492;-0.364;0.496454439
8241;39.474;-0.396;0.535431727
2530;39.463;-0.376;0.641844438
13103;39.476;-0.415;0.018294458
11095;39.482;-0.343;0.920766121
1914;39.46;-0.363;0.829657572
8807;39.492;-0.378;0.946111366
11317;39.462;-0.342;0.876627099
6579;39.495;-0.402;0.30950878
2520;39.458;-0.371;0.174355563
9640;39.487;-0.366;0.678326701
2504;39.455;-0.378;0.394684324
5036;39.462;-0.336;0.073640961
12277;39.498;-0.382;0.182340233
6939;39.478;-0.402;0.56189612
10429;39.466;-0.341;0.443243908
4242;39.484;-0.384;0.253073701
6423;39.467;-0.411;0.985740928
12266;39.498;-0.382;0.669846316
6131;39.463;-0.403;0.081062322
9006;39.491;-0.369;0.522958826
6402;39.472;-0.409;0.620155071
6219;39.454;-0.404;0.679508455
11407;39.461;-0.35;0.30712896
4294;39.485;-0.373;0.546403654
8968;39.498;-0.37;0.381437335
2417;39.454;-0.377;0.499289829
10352;39.476;-0.35;0.426988525
9607;39.488;-0.361;0.117481679
10517;39.467;-0.337;0.372224917
12433;39.447;-0.38;0.214010485
8253;39.462;-0.399;0.580388256
4049;39.488;-0.374;0.921600317
11285;39.462;-0.341;0.630810418
7709;39.443;-0.389;0.125020825
3298;39.455;-0.382;0.866528376
5401;39.484;-0.327;0.053762548
3340;39.46;-0.39;0.767527736
12896;39.477;-0.415;0.395017412
11947;39.492;-0.379;0.003564579
9214;39.483;-0.349;0.525103045
9045;39.496;-0.372;0.498215266
6220;39.469;-0.412;0.975792308
1001;39.469;-0.372;0.885650883
2594;39.462;-0.377;0.242040774
1387;39.47;-0.365;0.309729826
198;39.473;-0.377;0.954417194
3747;39.473;-0.386;0.083701588
12041;39.492;-0.384;0.809112602
11610;39.463;-0.356;0.549836217
13070;39.473;-0.419;0.015206128
5278;39.475;-0.33;0.28358937
10617;39.472;-0.339;0.498136018
560;39.469;-0.376;0.394838615
5680;39.448;-0.368;0.280492963
1003;39.469;-0.372;0.477206788
8257;39.472;-0.397;0.816392865
10308;39.468;-0.356;0.07099786
1739;39.466;-0.371;0.943873324
6023;39.453;-0.403;0.213961807
4279;39.49;-0.383;0.101835455
9062;39.493;-0.372;0.069887229
9159;39.496;-0.378;0.999630713
6683;39.492;-0.403;0.777000131
2888;39.461;-0.386;0.459152954
5499;39.444;-0.344;0.259584834
6383;39.457;-0.401;0.388873463
9776;39.487;-0.359;0.282323355
3493;39.469;-0.39;0.818004729
2574;39.462;-0.374;0.987188195
9943;39.47;-0.352;0.617911124
5320;39.474;-0.336;0.570528675
2112;39.465;-0.374;0.527875389
2651;39.468;-0.379;0.682149687
1726;39.466;-0.366;0.88758875
1840;39.466;-0.363;0.672992263
11008;39.472;-0.346;0.44298858
1804;39.462;-0.368;0.045747313
13142;39.477;-0.415;0.913170887
473;39.468;-0.376;0.86097234
13310;39.475;-0.42;0.198852782
6956;39.482;-0.4;0.732679372
10406;39.478;-0.352;0.050995131
10800;39.474;-0.345;0.512147477
4597;39.482;-0.364;0.643744098
12728;39.5;-0.417;0.5203953
3072;39.463;-0.389;0.3220561
5929;39.463;-0.401;0.302961763
13148;39.473;-0.408;0.471364833
6610;39.485;-0.398;0.421824152
11740;39.461;-0.348;0.879639657
6242;39.453;-0.403;0.466642635
3983;39.488;-0.372;0.556389146
6792;39.479;-0.403;0.776291379
7629;39.44;-0.39;0.406799455
876;39.477;-0.377;0.485081018
13268;39.472;-0.422;0.269482672
1917;39.46;-0.362;0.857782725
3518;39.475;-0.392;0.671772495
4358;39.483;-0.379;0.494282636
13067;39.473;-0.418;0.461495972
12880;39.472;-0.421;0.238259587
5527;39.454;-0.362;0.920078017
8900;39.493;-0.382;0.506003328
34;39.471;-0.379;0.786258843
6572;39.49;-0.401;0.840087765
4852;39.483;-0.37;0.947443209
1272;39.465;-0.37;0.590172849
6145;39.452;-0.404;0.928723686
5863;39.453;-0.371;0.966442163
5750;39.45;-0.36;0.351764745
4518;39.472;-0.358;0.679207329
12488;39.449;-0.381;0.802846094
11972;39.493;-0.379;0.675787111
4192;39.489;-0.388;0.49108228
4069;39.486;-0.373;0.714987269
1039;39.468;-0.373;0.561544614
11335;39.463;-0.35;0.191737984
6147;39.466;-0.41;0.482543235
3858;39.49;-0.376;0.653735605
8548;39.473;-0.402;0.12026434
12144;39.492;-0.39;0.06925238
11633;39.466;-0.353;0.165303894
1470;39.467;-0.369;0.15533746
10528;39.465;-0.35;0.952883357
1830;39.465;-0.363;0.076519521
2751;39.459;-0.387;0.088959581
6455;39.455;-0.406;0.312260231
2558;39.463;-0.378;0.940416561
5521;39.454;-0.361;0.729863029
3963;39.485;-0.381;0.08364183
5725;39.442;-0.367;0.568294715
3573;39.47;-0.39;0.830564235
12719;39.478;-0.396;0.739149137
7047;39.486;-0.396;0.115741477
8925;39.495;-0.378;0.935297834
6011;39.467;-0.409;0.104793366
10302;39.479;-0.353;0.140116035
416;39.468;-0.376;0.881427076
8561;39.475;-0.396;0.685594208
4292;39.486;-0.39;0.878584176
11096;39.484;-0.348;0.516794996
6233;39.469;-0.412;0.599825177
5334;39.47;-0.328;0.915166875
5429;39.466;-0.328;0.273579113
4429;39.482;-0.383;0.640311345
4879;39.481;-0.363;0.053657062
5769;39.451;-0.368;0.949446652
3219;39.466;-0.384;0.92840614
8234;39.472;-0.397;0.780458264
2324;39.455;-0.373;0.220736058
3408;39.475;-0.389;0.029663308
9918;39.469;-0.357;0.160885373
1163;39.468;-0.371;0.485257938
12673;39.501;-0.42;0.451473313
2642;39.462;-0.388;0.962249935
8654;39.473;-0.407;0.86310932
5938;39.469;-0.417;0.543057878
3722;39.469;-0.387;0.016636351
5655;39.457;-0.357;0.464304311
5507;39.454;-0.361;0.856939991
6117;39.452;-0.405;0.701717929
7732;39.453;-0.386;0.96502841
2047;39.46;-0.366;0.305003873
11128;39.473;-0.337;0.574825832
8825;39.494;-0.368;0.853731883
10618;39.465;-0.341;0.080976229
12537;39.446;-0.381;0.775488296
7297;39.489;-0.404;0.174360485
1551;39.466;-0.369;0.552447922
887;39.478;-0.379;0.960290169
13386;39.469;-0.427;0.925782644
3410;39.474;-0.39;0.068684672
12361;39.493;-0.385;0.392111637
9369;39.489;-0.358;0.669504046
4667;39.477;-0.356;0.031749677
3352;39.465;-0.379;0.011136084
701;39.471;-0.371;0.283382069
4868;39.484;-0.364;0.445479758
9884;39.469;-0.353;0.521947736
8682;39.465;-0.405;0.626351894
2062;39.459;-0.363;0.890307126
12588;39.452;-0.375;0.127306495
694;39.472;-0.374;0.017638274
6665;39.488;-0.393;0.748771943
13133;39.473;-0.408;0.616874214
13056;39.477;-0.42;0.070287347
3864;39.481;-0.389;0.963914886
1753;39.464;-0.366;0.793828702
9725;39.488;-0.36;0.3326653
11741;39.459;-0.344;0.664011693
5853;39.442;-0.369;0.831177629
1762;39.464;-0.366;0.447423478
8572;39.472;-0.401;0.067670108
2605;39.466;-0.382;0.002048373
8961;39.496;-0.371;0.465644906
9378;39.485;-0.362;0.510224329
9394;39.492;-0.36;0.060213878
7434;39.517;-0.379;0.803695805
9393;39.485;-0.361;0.445752032
5826;39.445;-0.366;0.558775319
1497;39.466;-0.369;0.279028956
10039;39.473;-0.354;0.526938623
11444;39.457;-0.346;0.060067009
12479;39.453;-0.374;0.85733493
7590;39.457;-0.387;0.400202786
4554;39.482;-0.362;0.40756958
5619;39.455;-0.36;0.83350754
7119;39.492;-0.406;0.753431008
536;39.468;-0.375;0.032965883
8558;39.471;-0.391;0.428214074
5824;39.456;-0.363;0.267838602
6095;39.453;-0.402;0.215744985
10740;39.468;-0.346;0.770893632
2571;39.463;-0.377;0.401826733
7340;39.507;-0.369;0.127554233
12561;39.451;-0.38;0.80278661
11675;39.466;-0.354;0.608014594
5440;39.471;-0.333;0.373822642
7063;39.488;-0.392;0.974325713
10641;39.464;-0.342;0.857215706
12817;39.501;-0.425;0.703242305
9965;39.476;-0.353;0.111485078
2039;39.459;-0.375;0.905939046
13258;39.481;-0.419;0.65465826
9693;39.484;-0.357;0.554599585
7563;39.439;-0.387;0.596227706
7716;39.443;-0.389;0.984300527
6927;39.493;-0.401;0.019065252
3605;39.467;-0.387;0.736952468
2174;39.455;-0.376;0.509271967
6306;39.471;-0.408;0.366588886
8873;39.497;-0.378;0.436196623
11188;39.463;-0.353;0.505056467
529;39.469;-0.378;0.545452096
8941;39.495;-0.379;0.584505637
8620;39.47;-0.414;0.241726424
96;39.473;-0.377;0.195174029
4197;39.49;-0.384;0.13852591
7199;39.494;-0.407;0.846795573
5037;39.462;-0.336;0.197201611
5500;39.452;-0.345;0.137471466
12544;39.452;-0.374;0.314816584
4750;39.482;-0.361;0.708040232
5090;39.462;-0.336;0.076421472
1709;39.465;-0.373;0.592016662
11987;39.492;-0.382;0.040708065
10363;39.478;-0.348;0.310481808
1729;39.466;-0.366;0.314063658
12353;39.497;-0.386;0.037462844
1041;39.468;-0.373;0.264125158
12473;39.451;-0.38;0.758397367
11059;39.473;-0.34;0.240239805
6845;39.491;-0.4;0.77673374
5224;39.463;-0.33;0.210431444
2931;39.467;-0.386;0.286931083
1020;39.469;-0.371;0.572153848
11859;39.447;-0.333;0.727778448
1341;39.469;-0.369;0.988522364
6880;39.486;-0.395;0.136035708
3721;39.475;-0.393;0.181506962
11412;39.463;-0.343;0.412360223
3642;39.476;-0.391;0.16627132
410;39.471;-0.378;0.14125866
12307;39.499;-0.395;0.123752779
7104;39.479;-0.399;0.606068807
4546;39.478;-0.366;0.365915622
6967;39.482;-0.4;0.304798241
11868;39.453;-0.334;0.01031392
11430;39.457;-0.346;0.47144328
1071;39.469;-0.372;0.162647183
5819;39.456;-0.363;0.391957934
6118;39.454;-0.403;0.233045361
12136;39.491;-0.387;0.943123168
9096;39.494;-0.381;0.893830477
7140;39.482;-0.402;0.09844489
7788;39.448;-0.388;0.813789515
5837;39.436;-0.353;0.120672353
13203;39.473;-0.415;0.4776673
5945;39.463;-0.401;0.052439017
11344;39.463;-0.35;0.51153441
13035;39.472;-0.422;0.812710642
7542;39.451;-0.391;0.533628471
2141;39.458;-0.361;0.269150626
5821;39.443;-0.368;0.444361639
8652;39.465;-0.398;0.350601354
11765;39.461;-0.338;0.674640147
4238;39.486;-0.375;0.24801906
13202;39.473;-0.417;0.845388804
6457;39.47;-0.413;0.710439167
7007;39.49;-0.404;0.633733223
1559;39.465;-0.367;0.496327814
12033;39.491;-0.384;0.836326945
2790;39.457;-0.386;0.257748798
4093;39.488;-0.374;0.732592678
4977;39.481;-0.366;0.823180955
3432;39.475;-0.388;0.242619627
3264;39.468;-0.384;0.633184518
7994;39.468;-0.395;0.498090364
3566;39.475;-0.393;0.49565949
1105;39.47;-0.37;0.509126266
11672;39.463;-0.351;0.731406204
11957;39.493;-0.393;0.45240718
11261;39.465;-0.35;0.167204572
3692;39.475;-0.384;0.468231087
4244;39.489;-0.388;0.318517139
12639;39.444;-0.38;0.607384446
9841;39.469;-0.351;0.149043714
3141;39.463;-0.385;0.155206833
7221;39.476;-0.398;0.970910558
8342;39.468;-0.396;0.465169831
8722;39.492;-0.361;0.481141556
5171;39.48;-0.328;0.512507543
8524;39.474;-0.4;0.721154655
7497;39.454;-0.392;0.161600912
10133;39.47;-0.356;0.808282441
10888;39.467;-0.335;0.468732077
2695;39.459;-0.384;0.273546407
8587;39.463;-0.392;0.080505964
1746;39.468;-0.366;0.694033963
11187;39.458;-0.346;0.358649067
816;39.478;-0.376;0.38007339
12436;39.447;-0.38;0.342775376
12512;39.45;-0.378;0.637701682
2667;39.465;-0.382;0.809552008
13346;39.475;-0.42;0.196054698
3640;39.468;-0.387;0.43338729
575;39.471;-0.372;0.129539678
2430;39.457;-0.375;0.916933567
11625;39.461;-0.34;0.71842898
3978;39.487;-0.375;0.794737802
7711;39.452;-0.391;0.444410695
9994;39.472;-0.356;0.387992773
6313;39.467;-0.415;0.94325967
9171;39.507;-0.369;0.974647668
10830;39.468;-0.349;0.178120564
9847;39.469;-0.353;0.027263881
1429;39.471;-0.365;0.899404536
3630;39.477;-0.385;0.105305356
9700;39.486;-0.355;0.60562739
9087;39.493;-0.364;0.494581056
8580;39.463;-0.395;0.924636716
3247;39.458;-0.386;0.204070656
8105;39.47;-0.402;0.636275494
5114;39.46;-0.333;0.121765013
315;39.471;-0.375;0.705722564
3287;39.466;-0.378;0.984552575
605;39.473;-0.375;0.524001339
5331;39.471;-0.328;0.799968891
1518;39.465;-0.366;0.727188632
7962;39.455;-0.395;0.140047719
9009;39.496;-0.37;0.82285826
8447;39.471;-0.396;0.392522262
9051;39.492;-0.367;0.305418546
864;39.478;-0.378;0.554057536
1000;39.469;-0.372;0.784485681
6333;39.472;-0.407;0.057801983
3907;39.484;-0.383;0.210714168
1993;39.461;-0.362;0.100226393
3099;39.46;-0.383;0.508894415
8451;39.472;-0.399;0.732208827
12666;39.492;-0.393;0.338969964
4817;39.482;-0.371;0.732290037
13022;39.472;-0.42;0.702440543
10397;39.476;-0.348;0.003137318
10066;39.471;-0.351;0.809463229
11457;39.461;-0.349;0.916588872
595;39.469;-0.375;0.332917054
950;39.479;-0.38;0.100645256
1372;39.461;-0.371;0.667598562
11;39.469;-0.38;0.318010931
597;39.472;-0.372;0.180000335
415;39.471;-0.378;0.621467052
5949;39.456;-0.403;0.907518777
8476;39.473;-0.4;0.721878575
9830;39.468;-0.351;0.218523788
5396;39.469;-0.334;0.351616806
1885;39.462;-0.37;0.615284944
3865;39.48;-0.389;0.480509518
2781;39.462;-0.388;0.187882854
13015;39.473;-0.419;0.662479557
3474;39.477;-0.39;0.046159665
9403;39.486;-0.362;0.630559642
6877;39.481;-0.403;0.459396494
12712;39.5;-0.42;0.851673587
1338;39.469;-0.367;0.578616925
2664;39.466;-0.382;0.30127588
7273;39.49;-0.406;0.491874495
8143;39.47;-0.394;0.365899128
11961;39.491;-0.382;0.671368285
7481;39.449;-0.389;0.933931932
3251;39.453;-0.381;0.533313772
272;39.476;-0.383;0.992076062
7877;39.456;-0.394;0.641663316
5763;39.444;-0.366;0.741530892
2742;39.461;-0.392;0.711898359
10358;39.466;-0.351;0.289629772
4474;39.481;-0.386;0.951225761
1439;39.46;-0.384;0.89423685
799;39.475;-0.375;0.844578677
897;39.48;-0.38;0.580940125
6671;39.477;-0.403;0.594877837
4875;39.482;-0.37;0.537387453
4758;39.474;-0.364;0.722692934
12297;39.492;-0.39;0.657125155
11045;39.47;-0.344;0.988105775
2347;39.455;-0.373;0.376400765
6479;39.492;-0.401;0.679619784
12282;39.496;-0.391;0.428581263
1695;39.465;-0.373;0.120898731
9516;39.478;-0.354;0.537805682
5355;39.481;-0.328;0.075486996
12341;39.492;-0.38;0.509371237
7960;39.451;-0.387;0.896513124
5390;39.469;-0.334;0.101354499
5426;39.478;-0.327;0.383731087
5868;39.438;-0.352;0.375616688
10660;39.463;-0.343;0.378197899
3282;39.466;-0.386;0.153484306
2156;39.458;-0.374;0.994081506
9957;39.478;-0.349;0.076813623
8735;39.494;-0.378;0.736366145
6947;39.481;-0.4;0.99972472
6759;39.479;-0.401;0.404193861
6527;39.492;-0.4;0.293388077
153;39.475;-0.376;0.747521248
11372;39.461;-0.344;0.708802135
6460;39.458;-0.399;0.59818589
10111;39.474;-0.355;0.772968675
2180;39.46;-0.368;0.51452904
7533;39.457;-0.391;0.817820848
7602;39.449;-0.389;0.878899732
8616;39.469;-0.403;0.798655694
3286;39.465;-0.384;0.997750119
499;39.469;-0.379;0.517336327
8155;39.466;-0.394;0.624797539
2367;39.463;-0.376;0.017501745
3225;39.458;-0.386;0.115319501
3459;39.472;-0.392;0.387380016
2128;39.458;-0.362;0.84603108
11518;39.465;-0.358;0.864456517
7359;39.505;-0.367;0.860629379
5486;39.473;-0.328;0.942816745
1769;39.463;-0.368;0.90819035
6013;39.463;-0.399;0.272651402
12625;39.448;-0.373;0.980455638
3136;39.463;-0.385;0.64611701
8567;39.463;-0.395;0.39402858
2383;39.453;-0.377;0.347236634
12950;39.479;-0.421;0.220202577
2263;39.454;-0.374;0.34979394
1200;39.467;-0.373;0.95405503
10256;39.478;-0.35;0.793135656
4473;39.482;-0.388;0.995683496
12835;39.497;-0.415;0.493446009
4720;39.471;-0.359;0.218498634
10667;39.471;-0.344;0.711975144
4472;39.485;-0.375;0.461419173
11591;39.462;-0.357;0.630960123
11814;39.46;-0.34;0.557545677
12216;39.5;-0.395;0.508716589
4212;39.484;-0.381;0.752704654
6952;39.49;-0.394;0.323570345
7285;39.484;-0.4;0.939254335
12607;39.45;-0.377;0.199505813
9659;39.485;-0.357;0.806364957
13001;39.474;-0.422;0.587524423
7643;39.45;-0.391;0.052022245
6660;39.495;-0.396;0.426459716
1076;39.467;-0.372;0.018236439
5554;39.454;-0.359;0.68563566
11120;39.48;-0.344;0.507374049
1388;39.465;-0.376;0.428136116
5269;39.48;-0.328;0.862352617
7873;39.452;-0.394;0.032168451
1276;39.469;-0.366;0.040331742
5538;39.455;-0.358;0.044916219
5785;39.455;-0.357;0.529078018
12786;39.505;-0.421;0.186932315
2928;39.457;-0.391;0.766462756
7529;39.449;-0.391;0.296252497
6976;39.477;-0.397;0.207130746
9592;39.485;-0.364;0.233466766
12504;39.448;-0.37;0.157186334
12759;39.502;-0.42;0.78984064
11189;39.459;-0.347;0.391651967
12168;39.493;-0.392;0.054822196
4073;39.486;-0.373;0.441579372
1298;39.471;-0.369;0.944316347
246;39.474;-0.383;0.15094155
10837;39.466;-0.349;0.603389459
7033;39.48;-0.4;0.514938704
13084;39.474;-0.412;0.86677709
10313;39.476;-0.347;0.796938357
12217;39.492;-0.393;0.591868351
13182;39.471;-0.419;0.05328309
4788;39.477;-0.356;0.552616744
132;39.473;-0.38;0.686266012
5561;39.456;-0.356;0.449026715
11936;39.492;-0.379;0.610582091
3070;39.461;-0.385;0.956193246
6272;39.454;-0.402;0.790928385
12360;39.498;-0.395;0.541194132
11566;39.461;-0.343;0.052002187
5412;39.477;-0.327;0.723971161
10017;39.469;-0.355;0.221164205
6439;39.459;-0.399;0.386681438
7203;39.482;-0.394;0.444471534
655;39.471;-0.372;0.933168258
13207;39.473;-0.415;0.927754723
3517;39.472;-0.391;0.270168614
1640;39.467;-0.366;0.787721283
3892;39.484;-0.382;0.663761761
4608;39.479;-0.366;0.865871352
5397;39.465;-0.331;0.436829925
5822;39.451;-0.367;0.992691131
11339;39.463;-0.35;0.520844884
429;39.472;-0.377;0.822750897
2052;39.46;-0.365;0.392526146
4075;39.486;-0.375;0.869801516
4337;39.484;-0.38;0.951314398
10753;39.468;-0.349;0.852541364
3470;39.477;-0.39;0.1308321
7387;39.507;-0.366;0.146743656
8367;39.474;-0.397;0.489144878
10985;39.473;-0.336;0.751001742
6408;39.457;-0.404;0.448724797
1999;39.46;-0.365;0.610529052
9710;39.488;-0.365;0.498541155
4159;39.484;-0.379;0.860076755
3533;39.474;-0.393;0.603279374
10430;39.47;-0.337;0.591910023
1284;39.468;-0.367;0.190632689
6796;39.482;-0.405;0.621080126
3740;39.471;-0.389;0.815898412
4103;39.492;-0.374;0.538381202
12131;39.493;-0.392;0.62945634
7727;39.44;-0.388;0.616817119
6721;39.488;-0.393;0.326732744
1036;39.468;-0.373;0.037324003
5912;39.464;-0.402;0.509319833
144;39.473;-0.38;0.410203151
12498;39.452;-0.375;0.053772103
9472;39.486;-0.366;0.030679651
4838;39.486;-0.368;0.423531866
1788;39.466;-0.364;0.536536861
2982;39.464;-0.387;0.72751338
5024;39.476;-0.329;0.514209522
12894;39.478;-0.419;0.84865303
1860;39.462;-0.368;0.81528879
13091;39.478;-0.416;0.761263172
4643;39.475;-0.36;0.091413107
196;39.474;-0.376;0.001378922
9121;39.494;-0.362;0.709069438
11904;39.443;-0.338;0.968724927
5997;39.459;-0.401;0.600156446
9677;39.487;-0.361;0.217811907
13300;39.473;-0.417;0.975383477
2331;39.453;-0.375;0.204262105
458;39.469;-0.373;0.013817381
11142;39.484;-0.345;0.094046656
12919;39.472;-0.42;0.389891789
10395;39.498;-0.433;0.211235908
8183;39.47;-0.401;0.336168361
8291;39.465;-0.391;0.484478009
7778;39.454;-0.387;0.317789726
1575;39.467;-0.368;0.118616945
8055;39.467;-0.391;0.404941819
9809;39.483;-0.356;0.14516613
11873;39.451;-0.338;0.147400637
12229;39.495;-0.392;0.569700002
4416;39.483;-0.377;0.982079238
3473;39.475;-0.389;0.896135775
7234;39.495;-0.404;0.739481393
7271;39.484;-0.404;0.872265721
4614;39.475;-0.364;0.449335919
7469;39.456;-0.392;0.894741718
2525;39.46;-0.376;0.444433846
4575;39.483;-0.364;0.821315443
3530;39.475;-0.388;0.028406307
13373;39.471;-0.418;0.869252403
9464;39.489;-0.365;0.158639006
11688;39.457;-0.349;0.686044675
