MANUEL BROSETA I PONT (IL.LUSTRE CATEDRATIC);-0.34238580904851484; 3.947.877.576.049.290,00 
NARANJOS;-0.3409633916134032; 39.478.365.015.434.800,00 
ROJAS CLEMENTE;-0.38548399319595206; 3.947.314.623.210.730,00 
BACHILLER;-0.36329545269591196; 3.948.245.470.047.680,00 
SAN JUAN DE LA PEeA;-0.3704323964017928; 3.949.606.135.907.220,00 
SEVILLA;-0.3740119627547121; 3.946.380.003.058.420,00 
CAUDETE;-0.317649568050733; 3.930.950.935.846.930,00 
FRANCISCO SEMPERE;-0.371156122288846; 3.946.098.543.935.920,00 
FRANCISCO SEMPERE;-0.37067934863188096; 39.460.477.935.522.500,00 
XATIVA;-0.3784424274746395; 394.678.281.742.899,00 
VICENTE SANCHO TELLO;-0.35580844896739394; 39.469.372.232.580.900,00 
BURJASOT;-0.3962812239318219; 3.949.509.726.343.010,00 
BURJASOT;-0.3955659630463674; 39.494.519.003.447.900,00 
BURJASOT;-0.39504509767405854; 3.949.390.378.313.330,00 
BURJASOT;-0.3942798898141555; 39.493.278.387.685.800,00 
BURJASOT;-0.39344341976665376; 3.949.247.472.626.420,00 
BURJASOT;-0.392537682961359; 3.949.160.170.440.080,00 
BURJASOT;-0.392103447113564; 3.949.106.806.184.410,00 
BURJASOT;-0.3901317958632659; 3.948.910.869.539.930,00 
GORGOS;-0.3512859215091183; 3.947.632.959.492.070,00 
SERPIS;-0.3496702794039715; 3.947.612.271.731.090,00 
PLATA;-0.3617937125791828; 3.945.744.632.926.600,00 
PLATA;-0.36252356464794927; 39.457.135.785.371.400,00 
ALFONSO EL MAGNANIMO;-0.37049075523289066; 3.947.272.389.817.410,00 
SERPIS;-0.34268665042340934; 3.947.422.416.279.260,00 
SERPIS;-0.3461929529105596; 39.475.255.217.068.200,00 
HONDURAS;-0.34439568083773336; 39.474.269.194.913.000,00 
RAMIRO DE MAEZTU;-0.34813713175621375; 3.946.737.512.895.760,00 
ALMACERA;-0.3917328830149327; 3.945.273.890.532.660,00 
JERONIMA GALES (IMPRESSORA);-0.3915502193007236; 39.451.692.050.675.800,00 
JERONIMA GALES (IMPRESSORA);-0.3923169951216499; 394.502.916.702.466,00 
PRIMERO DE MAYO;-0.39180355602803607; 39.449.783.510.061.100,00 
PRIMERO DE MAYO;-0.3910791126793797; 3.944.951.600.341.540,00 
PRIMERO DE MAYO;-0.3903003503519231; 3.944.949.800.677.250,00 
EOLO;-0.3574187919287216; 3.947.126.059.711.210,00 
TRES CRUCES;-0.4057138848851037; 39.468.151.360.871.500,00 
TETUAN;-0.36987356102325275; 3.947.479.578.878.400,00 
SAN VICENTE MARTIR;-0.3802715839771997; 3.946.741.636.951.390,00 
FERRER Y BIGNE;-0.3856784158136341; 3.952.723.874.967.090,00 
JOAQUIN COSTA;-0.3668161988249147; 39.465.726.190.191.400,00 
JUAN XXIII;-0.38247553899959874; 3.949.079.761.140.190,00 
AVELLANAS;-0.37427068677191133; 3.947.443.825.526.930,00 
PEREZ BAYER;-0.3715224778265626; 3.946.982.331.018.680,00 
RAMON DE CASTRO;-0.3890627173863441; 39.463.574.564.468.800,00 
DOCTOR NICASIO BENLLOCH;-0.3967643713112235; 3.949.201.054.042.050,00 
POETA SERRANO CLAVERO;-0.3895383742808276; 3.949.162.011.488.100,00 
REVERENDO JOSE NOGUERA;-0.3923424314122886; 3.944.369.497.138.660,00 
PINTOR MATARANA;-0.3935356049385159; 39.492.933.251.727.900,00 
JOSE AGUILAR;-0.34138159379822897; 39.462.796.648.560.400,00 
DEMOCRACIA;-0.3978287944782226; 394.739.746.170.672,00 
EMILIO BARO;-0.3614825000781346; 39.486.353.574.568.700,00 
MAXIMILIANO THOUS;-0.3744329999800553; 39.487.671.804.445.600,00 
HERMANOS VILLALONGA;-0.3576488338132341; 3.948.382.862.794.620,00 
MOLINA DEL PALAU;-0.3706622551262799; 3.945.446.498.226.000,00 
